INSTNM,CITY,STABBR,INSTURL,CONTROL,REGION,LOCALE,LATITUDE,LONGITUDE,CCBASIC,CCSIZSET,ADM_RATE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,RET_FT4,MN_EARN_WNE_P10,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,UGDS_MEN,UGDS_WOMEN
The University of Virginia's College at Wise,Wise,VA,https://www.uvawise.edu/,1,5,32,36.971468,-82.558728,21,10,0.6882,475,470,445,20,19,20,NULL,946,20095,8868,24329,0.6747,41000,29300,35400,37400,40900,0.4949,0.5051
Virginia Polytechnic Institute and State University,Blacksburg,VA,WWW.VT.EDU,1,5,13,37.228572,-80.423229,15,16,0.7263,590,625,585,NULL,NULL,NULL,NULL,1215,26165,12017,28048,0.9251,64200,47600,51900,55900,60700,0.5812,0.4188
Virginia Commonwealth University,Richmond,VA,www.vcu.edu/,1,5,12,37.547631,-77.453597,15,16,0.7535,555,550,540,24,24,23,NULL,1105,27494,12398,30459,0.863,46800,36600,40900,42300,45400,0.4325,0.5675
University of Virginia-Main Campus,Charlottesville,VA,www.virginia.edu/,1,5,23,38.037796,-78.505153,15,16,0.29,670,685,670,31,32,31,9,1357,26063,13208,42394,0.973,75400,50800,60500,65600,69900,0.4508,0.5492
Virginia Military Institute,Lexington,VA,www.vmi.edu,1,5,32,37.790644,-79.435737,21,11,0.444,580,580,550,26,25,25,NULL,1162,25642,15518,37574,0.8902,59800,45300,45500,53900,58500,0.8894,0.1106
Virginia State University,Petersburg,VA,www.vsu.edu,1,5,21,37.236453,-77.419886,19,14,0.8006,420,420,405,17,16,18,NULL,837,20767,8002,17838,0.6109,36600,27400,31200,32700,36300,0.401,0.599
Virginia Union University,Richmond,VA,www.vuu.edu,2,5,12,37.561864,-77.450954,21,11,0.2389,390,385,NULL,16,17,16,NULL,776,27703,15130,15130,0.5,32400,23800,27200,28400,32300,0.4395,0.5605
Virginia Wesleyan College,Norfolk,VA,www.vwc.edu,2,5,11,36.868417,-76.18606,21,11,0.8904,495,490,478,22,21,21,NULL,991,42600,33286,33286,0.6637,39500,30800,35100,37600,38900,0.3807,0.6193
Washington and Lee University,Lexington,VA,www.wlu.edu/,2,5,32,37.787832,-79.445724,21,11,0.1946,695,695,685,32,33,32,NULL,1395,58575,45617,45617,0.9729,88300,56200,69600,74900,81800,0.5043,0.4957
ECPI University,Virginia Beach,VA,www.ecpi.edu,3,5,11,36.842533,-76.178775,23,15,0.7949,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24041,14245,14245,0.5586,40900,31000,35300,34600,39800,0.4191,0.5809
