INSTNM,CITY,STABBR,INSTURL,CONTROL,REGION,LOCALE,LATITUDE,LONGITUDE,CCBASIC,CCSIZSET,ADM_RATE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,RET_FT4,MN_EARN_WNE_P10,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,UGDS_MEN,UGDS_WOMEN
University of Pittsburgh-Johnstown,Johnstown,PA,www.upj.pitt.edu,1,2,23,40.268583,-78.832611,21,11,0.8018,500,515,480,22,23,22,7,1014,24609,13374,24190,0.7953,55900,40900,47600,51500,52500,0.5464,0.4536
University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,www.pitt.edu,1,2,11,40.444502,-79.954692,15,16,0.5312,625,645,620,29,30,29,9,1275,31828,17772,28168,0.926,55900,40900,47600,51500,52500,0.4952,0.5048
Point Park University,Pittsburgh,PA,www.pointpark.edu,2,2,11,40.438526,-80.001462,18,13,0.7074,505,485,495,22,22,21,NULL,995,38106,27190,27190,0.7681,41000,32000,35800,37400,40900,0.4455,0.5545
The Restaurant School at Walnut Hill College,Philadelphia,PA,www.walnuthillcollege.edu,3,2,11,39.955098,-75.20749,32,6,0.8746,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34684,23550,23550,0.9543,36900,27700,32400,33700,33800,0.4545,0.5455
Robert Morris University,Moon Township,PA,www.rmu.edu,2,2,21,40.521088,-80.211785,17,14,0.762,535,520,490,22,22,21,NULL,1051,39552,26054,26054,0.8289,48800,39000,40000,44000,46800,0.5653,0.4347
Rosemont College,Rosemont,PA,www.rosemont.edu,2,2,21,40.034771,-75.329898,19,8,0.5788,474,458,NULL,25,19,20,NULL,993,45736,31580,31580,0.6696,52200,31200,42900,44000,47400,0.3411,0.6589
Saint Francis University,Loretto,PA,www.francis.edu,2,2,31,40.502782,-78.638469,18,11,0.6872,505,520,500,23,22,22,NULL,1033,44190,31078,31078,0.8518,51300,44600,46100,50700,50500,0.3747,0.6253
Saint Joseph's University,Philadelphia,PA,www.sju.edu,2,2,11,39.994442,-75.238343,18,14,0.8465,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54432,40580,40580,0.8976,65000,46200,51100,54100,62700,0.4598,0.5402
Saint Vincent College,Latrobe,PA,www.stvincent.edu,2,2,21,40.29252,-79.403702,21,11,0.7192,510,525,500,22,22,23,NULL,1034,42120,31370,31370,0.8157,47500,35300,40800,43500,46300,0.5256,0.4744
University of Scranton,Scranton,PA,www.scranton.edu,2,2,13,41.40715,-75.658031,18,14,0.7726,560,565,NULL,25,NULL,NULL,NULL,1125,53567,39956,39956,0.8918,61300,44500,50600,52000,58700,0.4308,0.5692
