INSTNM,CITY,STABBR,INSTURL,CONTROL,REGION,LOCALE,LATITUDE,LONGITUDE,CCBASIC,CCSIZSET,ADM_RATE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,RET_FT4,MN_EARN_WNE_P10,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,UGDS_MEN,UGDS_WOMEN
Oakland City University,Oakland City,IN,www.oak.edu,2,3,32,38.339606,-87.351611,22,10,0.5504,475,475,NULL,21,21,20,NULL,960,35500,19800,19800,0.6989,37300,29700,32500,33700,37500,0.5065,0.4935
Purdue University-Calumet Campus,Hammond,IN,www.purduecal.edu/,1,3,21,41.584742,-87.47376,18,12,0.5968,480,485,NULL,NULL,21,22,NULL,965,16520,6758,15266,0.7354,42400,31300,36200,37800,40400,0.4297,0.5703
Purdue University-North Central Campus,Westville,IN,www.pnc.edu,1,3,41,41.583788,-86.89523,22,12,0.7251,480,475,450,21,19,21,7,959,14334,7329,17447,0.5745,40500,31600,35800,38100,37500,0.4234,0.5766
Rose-Hulman Institute of Technology,Terre Haute,IN,www.rose-hulman.edu,2,3,13,39.480946,-87.32357,27,11,0.5879,605,690,590,30,29,31,NULL,1308,57138,43683,43683,0.9392,79100,64800,67100,73500,72400,0.7813,0.2188
University of Saint Francis-Fort Wayne,Fort Wayne,IN,www.sf.edu,2,3,11,41.087772,-85.173694,19,9,0.9686,480,485,465,22,21,22,NULL,981,32377,25930,25930,0.7109,43100,35100,37900,38100,41500,0.299,0.701
Saint Josephs College,Rensselaer,IN,www.saintjoe.edu,2,3,32,40.917186,-87.155026,22,11,0.6641,500,502,NULL,21,21,21,NULL,996,37735,27890,27890,0.7399,43100,31200,35300,37800,41500,0.3957,0.6043
Saint Mary's College,Notre Dame,IN,www.saintmarys.edu,2,3,21,41.707274,-86.256947,21,11,0.8334,560,550,555,26,27,25,NULL,1144,47660,35970,35970,0.8924,50000,39700,43500,44000,46500,0,1
Taylor University,Upland,IN,https://www.taylor.edu,2,3,32,40.458382,-85.496906,22,11,0.8803,560,565,550,27,28,26,8,1184,39699,29538,29538,0.8824,42400,31600,34000,36000,40400,0.4518,0.5482
Trine University,Angola,IN,www.trine.edu,2,3,32,41.633389,-85.005696,22,11,0.7599,508,545,NULL,24,25,23,NULL,1078,42733,29600,29600,0.7231,43500,35200,38600,41700,44000,0.7152,0.2848
Valparaiso University,Valparaiso,IN,www.valpo.edu,2,3,21,41.463176,-87.045853,18,14,0.8236,550,560,530,26,26,27,NULL,1155,44674,34760,34760,0.8425,54200,38800,42800,45100,49000,0.4838,0.5162
Wabash College,Crawfordsville,IN,www.wabash.edu,2,3,32,40.037799,-86.905809,21,8,0.6998,550,580,525,25,25,26,7,1128,46660,37750,37750,0.8921,62500,42000,45300,51300,51600,1,0
Purdue University-Main Campus,West Lafayette,IN,www.purdue.edu,1,3,22,40.428206,-86.914435,15,16,0.5929,575,630,575,27,28,29,NULL,1213,22879,10002,28804,0.9246,60500,45700,50600,52900,56200,0.5828,0.4172
