INSTNM,CITY,STABBR,INSTURL,CONTROL,REGION,LOCALE,LATITUDE,LONGITUDE,CCBASIC,CCSIZSET,ADM_RATE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,RET_FT4,MN_EARN_WNE_P10,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,UGDS_MEN,UGDS_WOMEN
Fresno Pacific University,Fresno,CA,www.fresno.edu,2,8,11,36.725279,-119.731953,18,10,0.6662,510,500,473,22,21,21,NULL,1010,35508,26638,26638,0.8095,41300,33400,36500,38700,40700,0.3121,0.6879
Harvey Mudd College,Claremont,CA,https://www.hmc.edu,2,8,21,34.106137,-117.710594,21,8,0.1425,724,770,720,34,35,34,9,1500,63860,48594,48594,0.9677,78900,70600,68100,82100,79700,0.5349,0.4651
Holy Names University,Oakland,CA,www.hnu.edu,2,8,11,37.802654,-122.18717,19,8,0.5706,435,448,NULL,19,17,20,NULL,885,48896,34488,34488,0.7176,53300,44000,52600,50700,54500,0.3739,0.6261
Humboldt State University,Arcata,CA,www.humboldt.edu,1,8,33,40.8741,-124.0814,19,13,0.7655,500,485,NULL,21,21,21,NULL,986,22287,7171,18331,0.7411,38600,27800,32000,33800,37200,0.4588,0.5412
Life Pacific College,San Dimas,CA,www.lifepacific.edu,2,8,21,34.089421,-117.830997,24,8,0.6633,470,441,461,19,18,18,7,903,23926,12860,12860,0.5111,33500,26700,27700,28300,34300,0.4656,0.5344
University of La Verne,La Verne,CA,www.laverne.edu/,2,8,21,34.10086,-117.772634,17,13,0.4656,505,510,495,22,21,22,NULL,1014,47935,36744,36744,0.8625,54100,40800,46200,44900,54700,0.4267,0.5733
Laguna College of Art and Design,Laguna Beach,CA,www.lcad.edu,2,8,41,33.561448,-117.772564,30,6,0.5847,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42689,27300,27300,0.7612,46400,29100,33300,33600,41900,0.3978,0.6022
La Sierra University,Riverside,CA,www.lasierra.edu,2,8,11,33.908834,-117.497071,20,10,0.4064,460,475,465,20,20,19,NULL,934,40702,29895,29895,0.7688,46000,37400,42400,46000,49300,0.4202,0.5798
The Master's College and Seminary,Santa Clarita,CA,www.masters.edu,2,8,21,34.38214,-118.517422,20,11,0.7588,550,540,535,25,25,23,NULL,1103,40755,29860,29860,0.8617,47800,33600,39000,43100,43900,0.5474,0.4526
Loyola Marymount University,Los Angeles,CA,www.lmu.edu,2,8,11,33.970633,-118.415655,18,14,0.5271,590,610,598,28,29,27,9,1218,57016,41597,41597,0.8984,64400,47700,52300,59700,60300,0.426,0.574
