INSTNM,CITY,STABBR,INSTURL,CONTROL,REGION,LOCALE,LATITUDE,LONGITUDE,CCBASIC,CCSIZSET,ADM_RATE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,RET_FT4,MN_EARN_WNE_P10,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,UGDS_MEN,UGDS_WOMEN
Ringling College of Art and Design,Sarasota,FL,www.ringling.edu,2,5,13,27.35963,-82.548598,30,11,0.8522,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55704,40040,40040,0.8327,43100,35100,34600,36600,42200,0.4038,0.5962
Rollins College,Winter Park,FL,www.rollins.edu,2,5,21,28.591992,-81.348716,18,11,0.5729,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57686,43080,43080,0.8256,48800,36000,42200,44200,44900,0.4094,0.5906
Saint Leo University,Saint Leo,FL,www.saintleo.edu,2,5,23,28.336776,-82.257287,18,16,0.7216,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33355,20420,20420,0.6823,48700,40300,45100,44500,48700,0.4142,0.5858
University of South Florida-Main Campus,Tampa,FL,www.usf.edu,1,5,11,28.056647,-82.415876,15,15,0.5316,575,585,555,26,26,25,8,1162,19306,6410,17324,0.8863,45200,35200,38600,40500,44300,0.4535,0.5465
St Thomas University,Miami Gardens,FL,www.stu.edu,2,5,21,25.920915,-80.256265,18,10,0.849,465,460,445,19,19,19,NULL,919,40271,27150,27150,0.7216,52600,45800,54000,52500,48600,0.4855,0.5145
Stetson University,DeLand,FL,www.stetson.edu,2,5,22,29.036295,-81.301604,19,14,0.6124,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52355,40040,40040,0.7852,44700,36100,37800,40900,45900,0.4254,0.5746
Southeastern University,Lakeland,FL,www.seu.edu/,2,5,13,28.031864,-81.918997,19,14,0.4394,495,465,480,21,21,20,NULL,965,31855,22202,22202,0.6576,35200,28800,29900,31900,34100,0.4498,0.5502
The University of Tampa,Tampa,FL,www.ut.edu,2,5,11,27.947225,-82.465582,18,14,0.5188,535,540,530,25,24,24,8,1094,38635,26330,26330,0.7187,48600,37800,42300,44700,46100,0.435,0.565
Trinity Baptist College,Jacksonville,FL,www.tbc.edu,2,5,11,30.323755,-81.705655,24,8,0.6368,454,458,437,19,17,19,8,899,17757,10110,10110,0.4667,31500,26000,26200,27700,30100,0.6278,0.3722
Warner University,Lake Wales,FL,www.warner.edu,2,5,41,27.825751,-81.599972,22,10,0.26,429,425,NULL,18,NULL,NULL,NULL,863,29323,18966,18966,0.731,45800,34800,40800,37200,47200,0.5183,0.4817
Webber International University,Babson Park,FL,www.webber.edu,2,5,31,27.838798,-81.532325,22,8,0.5056,470,480,NULL,20,19,18,NULL,950,36402,24034,24034,0.5659,37400,29200,29100,31300,37400,0.6827,0.3173
The University of West Florida,Pensacola,FL,uwf.edu,1,5,13,30.542855,-87.218125,17,12,0.4167,520,505,495,24,23,22,7,1065,17697,6360,19241,0.7394,40200,30900,34600,36000,38800,0.4253,0.5747
Hodges University,Naples,FL,www.hodges.edu,2,5,21,26.277222,-81.741241,20,9,0.7429,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23892,13220,13220,0.6,42400,32000,40500,39100,41900,0.3667,0.6333
Everglades University,Boca Raton,FL,www.EvergladesUniversity.edu,2,5,13,26.391218,-80.108331,22,9,0.8588,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38384,16000,16000,0.7547,47500,40500,43300,45800,46600,0.4727,0.5273
Johnson & Wales University-North Miami,North Miami,FL,www.jwu.edu,2,5,21,25.894337,-80.164797,22,11,0.7004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40291,28539,28539,0.6949,38800,30700,33800,35400,37000,0.364,0.636
Embry-Riddle Aeronautical University-Worldwide,Daytona Beach,FL,www.erau.edu,2,5,13,29.18927,-81.04951,28,12,0.6876,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21412,8040,8040,0.6618,65700,49700,54700,59300,61400,0.8845,0.1155
Florida Gulf Coast University,Fort Myers,FL,www.fgcu.edu,1,5,21,26.464262,-81.773578,18,16,0.5888,530,520,525,23,23,23,8,1059,17539,6118,25162,0.7819,45900,35700,37400,38600,42700,0.4428,0.5572
University of South Florida-St Petersburg,St. Petersburg,FL,www.usfsp.edu,1,5,12,27.762618,-82.635657,19,12,0.3534,590,570,565,26,26,25,8,1162,18325,5821,16735,0.6506,45200,35200,38600,40500,44300,0.3902,0.6098
University of South Florida-Sarasota-Manatee,Sarasota,FL,usfsm.edu/,1,5,21,27.391766,-82.562951,20,9,0.3393,570,550,540,24,24,24,7,1105,13925,5587,16501,0.75,45200,35200,38600,40500,44300,0.4024,0.5976
