INSTNM,CITY,STABBR,INSTURL,CONTROL,REGION,LOCALE,LATITUDE,LONGITUDE,CCBASIC,CCSIZSET,ADM_RATE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,RET_FT4,MN_EARN_WNE_P10,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,UGDS_MEN,UGDS_WOMEN
Dickinson State University,Dickinson,ND,www.dickinsonstate.edu,1,4,33,46.882677,-102.800511,22,9,0.6103,460,425,453,21,19,21,7,957,13730,6050,8495,0.5706,45700,40700,38000,43100,40700,0.407,0.593
University of Jamestown,Jamestown,ND,www.uj.edu,2,4,33,46.915402,-98.697209,22,8,0.6436,561,586,NULL,26,26,27,NULL,1178,28522,19170,19170,0.6615,44600,38200,38400,42500,41200,0.4596,0.5404
University of Mary,Bismarck,ND,www.umary.edu/,2,4,41,46.724893,-100.752386,18,10,0.7865,525,525,490,23,22,22,NULL,1050,23793,15665,15665,0.7612,50500,43300,43600,46700,48300,0.348,0.652
Minot State University,Minot,ND,www.minotstateu.edu,1,4,33,48.246877,-101.300624,19,9,0.5768,464,490,NULL,23,22,22,NULL,1035,14689,6225,6225,0.6705,43700,35900,35100,40900,37900,0.3724,0.6276
University of North Dakota,Grand Forks,ND,und.edu,1,4,13,47.919774,-97.073451,16,16,0.86,533,545,NULL,24,23,24,NULL,1090,20306,7741,18409,0.797,54400,43200,44300,48400,52500,0.5667,0.4333
North Dakota State University-Main Campus,Fargo,ND,https://www.ndsu.edu,1,4,12,46.894523,-96.805689,16,16,0.8274,560,583,525,24,23,25,NULL,1092,18766,7940,18969,0.8012,53700,42900,45000,47500,50200,0.5556,0.4444
Trinity Bible College,Ellendale,ND,trinitybiblecollege.edu/,2,4,43,46.001037,-98.517906,24,8,0.3645,450,472,NULL,20,20,20,NULL,946,25694,14620,14620,0.6279,28100,27500,25600,26400,26800,0.6415,0.3585
Valley City State University,Valley City,ND,www.vcsu.edu,1,4,33,46.919144,-98.001762,22,7,0.9027,436,462,436,22,20,21,NULL,1020,16643,6674,15070,0.6981,44100,35300,34300,36800,37800,0.4769,0.5231
